county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
Yuba,0.0,0.0,0,0,2020-03-20
Yuba,1.0,0.0,1,0,2020-03-21
Yuba,2.0,0.0,1,0,2020-03-22
Yuba,2.0,0.0,0,0,2020-03-23
Yuba,2.0,0.0,0,0,2020-03-24
Yuba,2.0,0.0,0,0,2020-03-25
Yuba,3.0,0.0,1,0,2020-03-26
Yuba,3.0,0.0,0,0,2020-03-27
Yuba,3.0,0.0,0,0,2020-03-28
Yuba,3.0,0.0,0,0,2020-03-29
Yuba,5.0,0.0,2,0,2020-03-30
Yuba,5.0,0.0,0,0,2020-03-31
Yuba,5.0,0.0,0,0,2020-04-01
Yuba,5.0,0.0,0,0,2020-04-02
Yuba,6.0,0.0,1,0,2020-04-03
Yuba,7.0,0.0,1,0,2020-04-04
Yuba,7.0,0.0,0,0,2020-04-05
Yuba,8.0,0.0,1,0,2020-04-06
Yuba,10.0,0.0,2,0,2020-04-07
Yuba,10.0,0.0,0,0,2020-04-08
Yuba,13.0,0.0,3,0,2020-04-09
Yuba,13.0,1.0,0,1,2020-04-10
Yuba,13.0,1.0,0,0,2020-04-11
Yuba,13.0,1.0,0,0,2020-04-12
Yuba,13.0,1.0,0,0,2020-04-13
Yuba,14.0,1.0,1,0,2020-04-14
Yuba,15.0,1.0,1,0,2020-04-15
Yuba,14.0,1.0,-1,0,2020-04-16
Yuba,14.0,1.0,0,0,2020-04-17
Yuba,14.0,1.0,0,0,2020-04-18
Yuba,15.0,1.0,1,0,2020-04-19
Yuba,15.0,1.0,0,0,2020-04-20
Yuba,15.0,1.0,0,0,2020-04-21
Yuba,15.0,1.0,0,0,2020-04-22
Yuba,15.0,1.0,0,0,2020-04-23
Yuba,15.0,1.0,0,0,2020-04-24
Yuba,15.0,1.0,0,0,2020-04-25
Yuba,15.0,1.0,0,0,2020-04-26
Yuba,15.0,1.0,0,0,2020-04-27
Yuba,15.0,1.0,0,0,2020-04-28
Yuba,15.0,1.0,0,0,2020-04-29
Yuba,15.0,1.0,0,0,2020-04-30
Yuba,16.0,1.0,1,0,2020-05-01
Yuba,16.0,1.0,0,0,2020-05-02
Yuba,16.0,1.0,0,0,2020-05-03
Yuba,16.0,1.0,0,0,2020-05-04
Yuba,15.0,1.0,-1,0,2020-05-05
Yuba,15.0,1.0,0,0,2020-05-06
Yuba,16.0,1.0,1,0,2020-05-07
Yuba,16.0,1.0,0,0,2020-05-08
Yuba,17.0,1.0,1,0,2020-05-09
Yuba,17.0,1.0,0,0,2020-05-10
Yuba,18.0,1.0,1,0,2020-05-11
Yuba,19.0,1.0,1,0,2020-05-12
Yuba,19.0,1.0,0,0,2020-05-13
Yuba,21.0,1.0,2,0,2020-05-14
Yuba,21.0,1.0,0,0,2020-05-15
Yuba,21.0,1.0,0,0,2020-05-16
Yuba,21.0,1.0,0,0,2020-05-17
Yuba,23.0,1.0,2,0,2020-05-18
Yuba,23.0,1.0,0,0,2020-05-19
Yuba,23.0,1.0,0,0,2020-05-20
Yuba,24.0,1.0,1,0,2020-05-21
Yuba,24.0,1.0,0,0,2020-05-22
Yuba,24.0,1.0,0,0,2020-05-23
Yuba,24.0,1.0,0,0,2020-05-24
Yuba,24.0,1.0,0,0,2020-05-25
Yuba,24.0,1.0,0,0,2020-05-26
Yuba,24.0,1.0,0,0,2020-05-27
Yuba,24.0,1.0,0,0,2020-05-28
Yuba,25.0,1.0,1,0,2020-05-29
Yuba,25.0,1.0,0,0,2020-05-30
Yuba,26.0,1.0,1,0,2020-05-31
Yuba,26.0,1.0,0,0,2020-06-01
Yuba,27.0,1.0,1,0,2020-06-02
Yuba,27.0,1.0,0,0,2020-06-03
Yuba,27.0,1.0,0,0,2020-06-04
Yuba,27.0,1.0,0,0,2020-06-05
Yuba,27.0,1.0,0,0,2020-06-06
Yuba,27.0,1.0,0,0,2020-06-07
Yuba,27.0,1.0,0,0,2020-06-08
Yuba,27.0,1.0,0,0,2020-06-09
Yuba,27.0,1.0,0,0,2020-06-10
Yuba,27.0,1.0,0,0,2020-06-11
Yuba,27.0,1.0,0,0,2020-06-12
Yuba,28.0,1.0,1,0,2020-06-13
Yuba,28.0,1.0,0,0,2020-06-14
Yuba,28.0,1.0,0,0,2020-06-15
Yuba,29.0,4.0,1,3,2020-06-16
Yuba,30.0,4.0,1,0,2020-06-17
Yuba,32.0,4.0,2,0,2020-06-18
Yuba,33.0,1.0,1,-3,2020-06-19
Yuba,34.0,1.0,1,0,2020-06-20
Yuba,35.0,1.0,1,0,2020-06-21
Yuba,36.0,1.0,1,0,2020-06-22
Yuba,35.0,1.0,-1,0,2020-06-23
Yuba,37.0,1.0,2,0,2020-06-24
Yuba,38.0,1.0,1,0,2020-06-25
Yuba,38.0,1.0,0,0,2020-06-26
Yuba,39.0,1.0,1,0,2020-06-27
Yuba,39.0,1.0,0,0,2020-06-28
Yuba,55.0,1.0,16,0,2020-06-29
Yuba,56.0,1.0,1,0,2020-06-30
Yuba,79.0,1.0,23,0,2020-07-01
Yuba,93.0,1.0,14,0,2020-07-02
Yuba,96.0,1.0,3,0,2020-07-03
Yuba,102.0,2.0,6,1,2020-07-04
Yuba,115.0,2.0,13,0,2020-07-05
Yuba,124.0,2.0,9,0,2020-07-06
Yuba,138.0,2.0,14,0,2020-07-07
Yuba,145.0,2.0,7,0,2020-07-08
Yuba,152.0,3.0,7,1,2020-07-09
Yuba,164.0,3.0,12,0,2020-07-10
Yuba,175.0,3.0,11,0,2020-07-11
Yuba,188.0,3.0,13,0,2020-07-12
Yuba,194.0,3.0,6,0,2020-07-13
Yuba,210.0,3.0,16,0,2020-07-14
Yuba,221.0,3.0,11,0,2020-07-15
Yuba,221.0,3.0,0,0,2020-07-16
Yuba,231.0,3.0,10,0,2020-07-17
Yuba,237.0,3.0,6,0,2020-07-18
Yuba,240.0,3.0,3,0,2020-07-19
Yuba,258.0,3.0,18,0,2020-07-20
Yuba,269.0,3.0,11,0,2020-07-21
Yuba,288.0,3.0,19,0,2020-07-22
Yuba,297.0,3.0,9,0,2020-07-23
Yuba,307.0,3.0,10,0,2020-07-24
Yuba,312.0,3.0,5,0,2020-07-25
Yuba,313.0,3.0,1,0,2020-07-26
Yuba,328.0,3.0,15,0,2020-07-27
Yuba,333.0,3.0,5,0,2020-07-28
Yuba,350.0,4.0,17,1,2020-07-29
Yuba,362.0,4.0,12,0,2020-07-30
Yuba,369.0,4.0,7,0,2020-07-31
Yuba,387.0,4.0,18,0,2020-08-01
Yuba,393.0,4.0,6,0,2020-08-02
Yuba,393.0,4.0,0,0,2020-08-03
Yuba,398.0,4.0,5,0,2020-08-04
Yuba,400.0,4.0,2,0,2020-08-05
Yuba,407.0,4.0,7,0,2020-08-06
Yuba,413.0,4.0,6,0,2020-08-07
San Francisco,65.0,0.0,65,0,2020-03-18
San Francisco,80.0,0.0,15,0,2020-03-19
San Francisco,87.0,0.0,7,0,2020-03-20
San Francisco,106.0,0.0,19,0,2020-03-21
San Francisco,134.0,0.0,28,0,2020-03-22
San Francisco,152.0,0.0,18,0,2020-03-23
San Francisco,181.0,1.0,29,1,2020-03-24
San Francisco,213.0,2.0,32,1,2020-03-25
San Francisco,261.0,1.0,48,-1,2020-03-26
San Francisco,285.0,2.0,24,1,2020-03-27
San Francisco,300.0,3.0,15,1,2020-03-28
San Francisco,333.0,5.0,33,2,2020-03-29
San Francisco,368.0,5.0,35,0,2020-03-30
San Francisco,404.0,5.0,36,0,2020-03-31
San Francisco,432.0,6.0,28,1,2020-04-01
San Francisco,473.0,6.0,41,0,2020-04-02
San Francisco,506.0,6.0,33,0,2020-04-03
San Francisco,537.0,6.0,31,0,2020-04-04
San Francisco,559.0,6.0,22,0,2020-04-05
San Francisco,586.0,6.0,27,0,2020-04-06
San Francisco,636.0,6.0,50,0,2020-04-07
San Francisco,687.0,7.0,51,1,2020-04-08
San Francisco,748.0,8.0,61,1,2020-04-09
San Francisco,797.0,12.0,49,4,2020-04-10
San Francisco,860.0,12.0,63,0,2020-04-11
San Francisco,886.0,12.0,26,0,2020-04-12
San Francisco,959.0,15.0,73,3,2020-04-13
San Francisco,968.0,15.0,9,0,2020-04-14
San Francisco,1006.0,17.0,38,2,2020-04-15
San Francisco,1039.0,17.0,33,0,2020-04-16
San Francisco,1090.0,20.0,51,3,2020-04-17
San Francisco,1144.0,20.0,54,0,2020-04-18
San Francisco,1153.0,20.0,9,0,2020-04-19
San Francisco,1223.0,20.0,70,0,2020-04-20
San Francisco,1232.0,20.0,9,0,2020-04-21
San Francisco,1255.0,21.0,23,1,2020-04-22
San Francisco,1312.0,21.0,57,0,2020-04-23
San Francisco,1345.0,22.0,33,1,2020-04-24
San Francisco,1341.0,22.0,-4,0,2020-04-25
San Francisco,1403.0,23.0,62,1,2020-04-26
San Francisco,1453.0,23.0,50,0,2020-04-27
San Francisco,1471.0,23.0,18,0,2020-04-28
San Francisco,1489.0,23.0,18,0,2020-04-29
San Francisco,1518.0,26.0,29,3,2020-04-30
San Francisco,1552.0,29.0,34,3,2020-05-01
San Francisco,1632.0,29.0,80,0,2020-05-02
San Francisco,1692.0,30.0,60,1,2020-05-03
San Francisco,1760.0,31.0,68,1,2020-05-04
San Francisco,1779.0,31.0,19,0,2020-05-05
San Francisco,1804.0,31.0,25,0,2020-05-06
San Francisco,1852.0,32.0,48,1,2020-05-07
San Francisco,1890.0,33.0,38,1,2020-05-08
San Francisco,1944.0,34.0,54,1,2020-05-09
San Francisco,1953.0,34.0,9,0,2020-05-10
San Francisco,1974.0,35.0,21,1,2020-05-11
San Francisco,1981.0,35.0,7,0,2020-05-12
San Francisco,2004.0,35.0,23,0,2020-05-13
San Francisco,2029.0,35.0,25,0,2020-05-14
San Francisco,2062.0,36.0,33,1,2020-05-15
San Francisco,2094.0,36.0,32,0,2020-05-16
San Francisco,2132.0,36.0,38,0,2020-05-17
San Francisco,2183.0,36.0,51,0,2020-05-18
San Francisco,2186.0,36.0,3,0,2020-05-19
San Francisco,2199.0,37.0,13,1,2020-05-20
San Francisco,2248.0,37.0,49,0,2020-05-21
San Francisco,2251.0,40.0,3,3,2020-05-22
San Francisco,2312.0,40.0,61,0,2020-05-23
San Francisco,2318.0,40.0,6,0,2020-05-24
San Francisco,2358.0,40.0,40,0,2020-05-25
San Francisco,2363.0,40.0,5,0,2020-05-26
San Francisco,2394.0,40.0,31,0,2020-05-27
San Francisco,2417.0,40.0,23,0,2020-05-28
San Francisco,2453.0,41.0,36,1,2020-05-29
San Francisco,2496.0,41.0,43,0,2020-05-30
San Francisco,2501.0,42.0,5,1,2020-05-31
San Francisco,2546.0,43.0,45,1,2020-06-01
San Francisco,2554.0,43.0,8,0,2020-06-02
San Francisco,2608.0,43.0,54,0,2020-06-03
San Francisco,2636.0,43.0,28,0,2020-06-04
San Francisco,2675.0,43.0,39,0,2020-06-05
San Francisco,2674.0,43.0,-1,0,2020-06-06
San Francisco,2674.0,43.0,0,0,2020-06-07
San Francisco,2715.0,43.0,41,0,2020-06-08
San Francisco,2749.0,44.0,34,1,2020-06-09
San Francisco,2774.0,44.0,25,0,2020-06-10
San Francisco,2766.0,44.0,-8,0,2020-06-11
San Francisco,2823.0,44.0,57,0,2020-06-12
San Francisco,2834.0,44.0,11,0,2020-06-13
San Francisco,2834.0,45.0,0,1,2020-06-14
San Francisco,2833.0,45.0,-1,0,2020-06-15
San Francisco,2893.0,46.0,60,1,2020-06-16
San Francisco,2906.0,47.0,13,1,2020-06-17
San Francisco,2951.0,47.0,45,0,2020-06-18
San Francisco,2968.0,47.0,17,0,2020-06-19
San Francisco,2999.0,47.0,31,0,2020-06-20
San Francisco,3000.0,47.0,1,0,2020-06-21
San Francisco,3000.0,48.0,0,1,2020-06-22
San Francisco,3177.0,48.0,177,0,2020-06-23
San Francisco,3216.0,48.0,39,0,2020-06-24
San Francisco,3258.0,48.0,42,0,2020-06-25
San Francisco,3341.0,48.0,83,0,2020-06-26
San Francisco,3393.0,49.0,52,1,2020-06-27
San Francisco,3447.0,50.0,54,1,2020-06-28
San Francisco,3511.0,50.0,64,0,2020-06-29
San Francisco,3601.0,50.0,90,0,2020-06-30
San Francisco,3624.0,50.0,23,0,2020-07-01
San Francisco,3676.0,50.0,52,0,2020-07-02
San Francisco,3781.0,50.0,105,0,2020-07-03
San Francisco,3861.0,50.0,80,0,2020-07-04
San Francisco,3861.0,50.0,0,0,2020-07-05
San Francisco,3861.0,50.0,0,0,2020-07-06
San Francisco,4045.0,50.0,184,0,2020-07-07
San Francisco,4093.0,50.0,48,0,2020-07-08
San Francisco,4143.0,50.0,50,0,2020-07-09
San Francisco,4305.0,50.0,162,0,2020-07-10
San Francisco,4430.0,50.0,125,0,2020-07-11
San Francisco,4535.0,50.0,105,0,2020-07-12
San Francisco,4595.0,50.0,60,0,2020-07-13
San Francisco,4659.0,50.0,64,0,2020-07-14
San Francisco,4757.0,50.0,98,0,2020-07-15
San Francisco,4838.0,51.0,81,1,2020-07-16
San Francisco,4967.0,52.0,129,1,2020-07-17
San Francisco,5051.0,52.0,84,0,2020-07-18
San Francisco,5094.0,52.0,43,0,2020-07-19
San Francisco,5090.0,52.0,-4,0,2020-07-20
San Francisco,5377.0,53.0,287,1,2020-07-21
San Francisco,5473.0,53.0,96,0,2020-07-22
San Francisco,5543.0,55.0,70,2,2020-07-23
San Francisco,5611.0,56.0,68,1,2020-07-24
San Francisco,5644.0,56.0,33,0,2020-07-25
San Francisco,5823.0,56.0,179,0,2020-07-26
San Francisco,5825.0,56.0,2,0,2020-07-27
San Francisco,5888.0,56.0,63,0,2020-07-28
San Francisco,6041.0,57.0,153,1,2020-07-29
San Francisco,6107.0,58.0,66,1,2020-07-30
San Francisco,6126.0,59.0,19,1,2020-07-31
San Francisco,6296.0,61.0,170,2,2020-08-01
San Francisco,6297.0,61.0,1,0,2020-08-02
San Francisco,6319.0,61.0,22,0,2020-08-03
San Francisco,6568.0,61.0,249,0,2020-08-04
San Francisco,6701.0,62.0,133,1,2020-08-05
San Francisco,6737.0,63.0,36,1,2020-08-06
San Francisco,6765.0,64.0,28,1,2020-08-07
Orange,38.0,0.0,38,0,2020-03-18
Orange,59.0,0.0,21,0,2020-03-19
Orange,71.0,0.0,12,0,2020-03-20
Orange,85.0,0.0,14,0,2020-03-21
Orange,102.0,0.0,17,0,2020-03-22
Orange,138.0,0.0,36,0,2020-03-23
Orange,166.0,0.0,28,0,2020-03-24
Orange,214.0,1.0,48,1,2020-03-25
Orange,279.0,1.0,65,0,2020-03-26
Orange,299.0,2.0,20,1,2020-03-27
Orange,328.0,2.0,29,0,2020-03-28
Orange,343.0,2.0,15,0,2020-03-29
Orange,418.0,5.0,75,3,2020-03-30
Orange,506.0,7.0,88,2,2020-03-31
Orange,579.0,11.0,73,4,2020-04-01
Orange,640.0,12.0,61,1,2020-04-02
Orange,713.0,13.0,73,1,2020-04-03
Orange,781.0,15.0,68,2,2020-04-04
Orange,820.0,15.0,39,0,2020-04-05
Orange,910.0,17.0,90,2,2020-04-06
Orange,971.0,19.0,61,2,2020-04-07
Orange,1034.0,19.0,63,0,2020-04-08
Orange,1105.0,19.0,71,0,2020-04-09
Orange,1167.0,17.0,62,-2,2020-04-10
Orange,1267.0,21.0,100,4,2020-04-11
Orange,1283.0,21.0,16,0,2020-04-12
Orange,1313.0,21.0,30,0,2020-04-13
Orange,1362.0,21.0,49,0,2020-04-14
Orange,1377.0,22.0,15,1,2020-04-15
Orange,1439.0,26.0,62,4,2020-04-16
Orange,1496.0,28.0,57,2,2020-04-17
Orange,1569.0,32.0,73,4,2020-04-18
Orange,1591.0,32.0,22,0,2020-04-19
Orange,1679.0,33.0,88,1,2020-04-20
Orange,1717.0,33.0,38,0,2020-04-21
Orange,1785.0,34.0,68,1,2020-04-22
Orange,1841.0,36.0,56,2,2020-04-23
Orange,1945.0,39.0,104,3,2020-04-24
Orange,2047.0,39.0,102,0,2020-04-25
Orange,2124.0,40.0,77,1,2020-04-26
Orange,2198.0,42.0,74,2,2020-04-27
Orange,2324.0,42.0,126,0,2020-04-28
Orange,2421.0,44.0,97,2,2020-04-29
Orange,2591.0,46.0,170,2,2020-04-30
Orange,2660.0,51.0,69,5,2020-05-01
Orange,2774.0,52.0,114,1,2020-05-02
Orange,2859.0,55.0,85,3,2020-05-03
Orange,2931.0,57.0,72,2,2020-05-04
Orange,3041.0,61.0,110,4,2020-05-05
Orange,3156.0,65.0,115,4,2020-05-06
Orange,3283.0,66.0,127,1,2020-05-07
Orange,3395.0,72.0,112,6,2020-05-08
Orange,3506.0,75.0,111,3,2020-05-09
Orange,3627.0,76.0,121,1,2020-05-10
Orange,3699.0,78.0,72,2,2020-05-11
Orange,3843.0,78.0,144,0,2020-05-12
Orange,4025.0,80.0,182,2,2020-05-13
Orange,4163.0,80.0,138,0,2020-05-14
Orange,4281.0,84.0,118,4,2020-05-15
Orange,4396.0,87.0,115,3,2020-05-16
Orange,4466.0,88.0,70,1,2020-05-17
Orange,4558.0,88.0,92,0,2020-05-18
Orange,4746.0,88.0,188,0,2020-05-19
Orange,4866.0,98.0,120,10,2020-05-20
Orange,4975.0,112.0,109,14,2020-05-21
Orange,5144.0,118.0,169,6,2020-05-22
Orange,5313.0,130.0,169,12,2020-05-23
Orange,5439.0,131.0,126,1,2020-05-24
Orange,5601.0,131.0,162,0,2020-05-25
Orange,5651.0,131.0,50,0,2020-05-26
Orange,5849.0,136.0,198,5,2020-05-27
Orange,6045.0,142.0,196,6,2020-05-28
Orange,6176.0,145.0,131,3,2020-05-29
Orange,6354.0,146.0,178,1,2020-05-30
Orange,6532.0,147.0,178,1,2020-05-31
Orange,6640.0,147.0,108,0,2020-06-01
Orange,6790.0,150.0,150,3,2020-06-02
Orange,6939.0,158.0,149,8,2020-06-03
Orange,7192.0,165.0,253,7,2020-06-04
Orange,7391.0,174.0,199,9,2020-06-05
Orange,7576.0,176.0,185,2,2020-06-06
Orange,7643.0,177.0,67,1,2020-06-07
Orange,7786.0,177.0,143,0,2020-06-08
Orange,7991.0,185.0,205,8,2020-06-09
Orange,8222.0,198.0,231,13,2020-06-10
Orange,8304.0,202.0,82,4,2020-06-11
Orange,8440.0,210.0,136,8,2020-06-12
Orange,8581.0,217.0,141,7,2020-06-13
Orange,8744.0,221.0,163,4,2020-06-14
Orange,8944.0,221.0,200,0,2020-06-15
Orange,9163.0,233.0,219,12,2020-06-16
Orange,9278.0,244.0,115,11,2020-06-17
Orange,9597.0,250.0,319,6,2020-06-18
Orange,9972.0,257.0,375,7,2020-06-19
Orange,10284.0,267.0,312,10,2020-06-20
Orange,10563.0,269.0,279,2,2020-06-21
Orange,10711.0,275.0,148,6,2020-06-22
Orange,11071.0,275.0,360,0,2020-06-23
Orange,11804.0,299.0,733,24,2020-06-24
Orange,12302.0,306.0,498,7,2020-06-25
Orange,12768.0,323.0,466,17,2020-06-26
Orange,13091.0,323.0,323,0,2020-06-27
Orange,13589.0,326.0,498,3,2020-06-28
Orange,14552.0,330.0,963,4,2020-06-29
Orange,15201.0,340.0,649,10,2020-06-30
Orange,17035.0,345.0,1834,5,2020-07-01
Orange,17056.0,354.0,21,9,2020-07-02
Orange,18819.0,360.0,1763,6,2020-07-03
Orange,19247.0,363.0,428,3,2020-07-04
Orange,19430.0,366.0,183,3,2020-07-05
Orange,20167.0,366.0,737,0,2020-07-06
Orange,21741.0,369.0,1574,3,2020-07-07
Orange,22088.0,376.0,347,7,2020-07-08
Orange,22960.0,402.0,872,26,2020-07-09
Orange,23692.0,412.0,732,10,2020-07-10
Orange,24430.0,421.0,738,9,2020-07-11
Orange,25399.0,423.0,969,2,2020-07-12
Orange,25978.0,424.0,579,1,2020-07-13
Orange,26915.0,433.0,937,9,2020-07-14
Orange,27718.0,455.0,803,22,2020-07-15
Orange,28525.0,466.0,807,11,2020-07-16
Orange,28962.0,469.0,437,3,2020-07-17
Orange,29603.0,494.0,641,25,2020-07-18
Orange,29941.0,492.0,338,-2,2020-07-19
Orange,30337.0,493.0,396,1,2020-07-20
Orange,31356.0,513.0,1019,20,2020-07-21
Orange,32047.0,521.0,691,8,2020-07-22
Orange,32863.0,543.0,816,22,2020-07-23
Orange,33530.0,556.0,667,13,2020-07-24
Orange,33978.0,562.0,448,6,2020-07-25
Orange,34352.0,564.0,374,2,2020-07-26
Orange,34649.0,566.0,297,2,2020-07-27
Orange,34832.0,581.0,183,15,2020-07-28
Orange,35339.0,587.0,507,6,2020-07-29
Orange,36105.0,604.0,766,17,2020-07-30
Orange,36196.0,618.0,91,14,2020-07-31
Orange,36703.0,649.0,507,31,2020-08-01
Orange,37266.0,651.0,563,2,2020-08-02
Orange,37705.0,651.0,439,0,2020-08-03
Orange,37844.0,653.0,139,2,2020-08-04
Orange,37907.0,665.0,63,12,2020-08-05
Orange,38399.0,697.0,492,32,2020-08-06
Orange,38459.0,704.0,60,7,2020-08-07
Mono,0.0,0.0,0,0,2020-03-18
Mono,0.0,0.0,0,0,2020-03-19
Mono,0.0,0.0,0,0,2020-03-20
Mono,1.0,0.0,1,0,2020-03-21
Mono,1.0,0.0,0,0,2020-03-22
Mono,1.0,0.0,0,0,2020-03-23
Mono,1.0,0.0,0,0,2020-03-24
Mono,4.0,0.0,3,0,2020-03-25
Mono,5.0,0.0,1,0,2020-03-26
Mono,6.0,0.0,1,0,2020-03-27
Mono,6.0,0.0,0,0,2020-03-28
Mono,8.0,0.0,2,0,2020-03-29
Mono,11.0,0.0,3,0,2020-03-30
Mono,12.0,0.0,1,0,2020-03-31
Mono,12.0,1.0,0,1,2020-04-01
Mono,16.0,1.0,4,0,2020-04-02
Mono,18.0,1.0,2,0,2020-04-03
Mono,18.0,1.0,0,0,2020-04-04
Mono,18.0,1.0,0,0,2020-04-05
Mono,18.0,1.0,0,0,2020-04-06
Mono,18.0,1.0,0,0,2020-04-07
Mono,19.0,1.0,1,0,2020-04-08
Mono,19.0,1.0,0,0,2020-04-09
Mono,20.0,1.0,1,0,2020-04-10
Mono,20.0,1.0,0,0,2020-04-11
Mono,20.0,1.0,0,0,2020-04-12
Mono,21.0,1.0,1,0,2020-04-13
Mono,22.0,1.0,1,0,2020-04-14
Mono,22.0,1.0,0,0,2020-04-15
Mono,22.0,1.0,0,0,2020-04-16
Mono,22.0,1.0,0,0,2020-04-17
Mono,22.0,1.0,0,0,2020-04-18
Mono,23.0,1.0,1,0,2020-04-19
Mono,23.0,1.0,0,0,2020-04-20
Mono,23.0,1.0,0,0,2020-04-21
Mono,23.0,1.0,0,0,2020-04-22
Mono,23.0,1.0,0,0,2020-04-23
Mono,23.0,1.0,0,0,2020-04-24
Mono,23.0,1.0,0,0,2020-04-25
Mono,23.0,1.0,0,0,2020-04-26
Mono,23.0,1.0,0,0,2020-04-27
Mono,25.0,1.0,2,0,2020-04-28
Mono,25.0,1.0,0,0,2020-04-29
Mono,25.0,1.0,0,0,2020-04-30
Mono,25.0,1.0,0,0,2020-05-01
Mono,25.0,1.0,0,0,2020-05-02
Mono,25.0,1.0,0,0,2020-05-03
Mono,25.0,1.0,0,0,2020-05-04
Mono,25.0,1.0,0,0,2020-05-05
Mono,26.0,1.0,1,0,2020-05-06
Mono,26.0,1.0,0,0,2020-05-07
Mono,27.0,1.0,1,0,2020-05-08
Mono,27.0,1.0,0,0,2020-05-09
Mono,27.0,1.0,0,0,2020-05-10
Mono,30.0,1.0,3,0,2020-05-11
Mono,31.0,1.0,1,0,2020-05-12
Mono,31.0,1.0,0,0,2020-05-13
Mono,31.0,1.0,0,0,2020-05-14
Mono,31.0,1.0,0,0,2020-05-15
Mono,32.0,1.0,1,0,2020-05-16
Mono,32.0,1.0,0,0,2020-05-17
Mono,33.0,1.0,1,0,2020-05-18
Mono,33.0,1.0,0,0,2020-05-19
Mono,33.0,1.0,0,0,2020-05-20
Mono,33.0,1.0,0,0,2020-05-21
Mono,34.0,1.0,1,0,2020-05-22
Mono,34.0,1.0,0,0,2020-05-23
Mono,34.0,1.0,0,0,2020-05-24
Mono,34.0,1.0,0,0,2020-05-25
Mono,34.0,1.0,0,0,2020-05-26
Mono,34.0,1.0,0,0,2020-05-27
Mono,34.0,1.0,0,0,2020-05-28
Mono,34.0,1.0,0,0,2020-05-29
Mono,34.0,1.0,0,0,2020-05-30
Mono,34.0,1.0,0,0,2020-05-31
Mono,35.0,1.0,1,0,2020-06-01
Mono,35.0,1.0,0,0,2020-06-02
Mono,35.0,1.0,0,0,2020-06-03
Mono,35.0,1.0,0,0,2020-06-04
Mono,35.0,1.0,0,0,2020-06-05
Mono,35.0,1.0,0,0,2020-06-06
Mono,35.0,1.0,0,0,2020-06-07
Mono,35.0,1.0,0,0,2020-06-08
Mono,35.0,1.0,0,0,2020-06-09
Mono,35.0,1.0,0,0,2020-06-10
Mono,35.0,1.0,0,0,2020-06-11
Mono,35.0,1.0,0,0,2020-06-12
Mono,35.0,1.0,0,0,2020-06-13
Mono,34.0,1.0,-1,0,2020-06-14
Mono,34.0,1.0,0,0,2020-06-15
Mono,34.0,1.0,0,0,2020-06-16
Mono,34.0,1.0,0,0,2020-06-17
Mono,34.0,1.0,0,0,2020-06-18
Mono,34.0,1.0,0,0,2020-06-19
Mono,34.0,1.0,0,0,2020-06-20
Mono,34.0,1.0,0,0,2020-06-21
Mono,34.0,1.0,0,0,2020-06-22
Mono,35.0,1.0,1,0,2020-06-23
Mono,35.0,1.0,0,0,2020-06-24
Mono,35.0,1.0,0,0,2020-06-25
Mono,35.0,1.0,0,0,2020-06-26
Mono,35.0,1.0,0,0,2020-06-27
Mono,35.0,1.0,0,0,2020-06-28
Mono,35.0,1.0,0,0,2020-06-29
Mono,36.0,1.0,1,0,2020-06-30
Mono,37.0,1.0,1,0,2020-07-01
Mono,37.0,1.0,0,0,2020-07-02
Mono,37.0,1.0,0,0,2020-07-03
Mono,37.0,1.0,0,0,2020-07-04
Mono,39.0,1.0,2,0,2020-07-05
Mono,40.0,1.0,1,0,2020-07-06
Mono,42.0,1.0,2,0,2020-07-07
Mono,45.0,1.0,3,0,2020-07-08
Mono,45.0,1.0,0,0,2020-07-09
Mono,45.0,1.0,0,0,2020-07-10
Mono,45.0,1.0,0,0,2020-07-11
Mono,45.0,1.0,0,0,2020-07-12
Mono,47.0,1.0,2,0,2020-07-13
Mono,48.0,1.0,1,0,2020-07-14
Mono,52.0,1.0,4,0,2020-07-15
Mono,53.0,1.0,1,0,2020-07-16
Mono,54.0,1.0,1,0,2020-07-17
Mono,54.0,1.0,0,0,2020-07-18
Mono,63.0,1.0,9,0,2020-07-19
Mono,78.0,1.0,15,0,2020-07-20
Mono,79.0,1.0,1,0,2020-07-21
Mono,82.0,1.0,3,0,2020-07-22
Mono,82.0,1.0,0,0,2020-07-23
Mono,82.0,1.0,0,0,2020-07-24
Mono,82.0,1.0,0,0,2020-07-25
Mono,82.0,1.0,0,0,2020-07-26
Mono,99.0,1.0,17,0,2020-07-27
Mono,102.0,1.0,3,0,2020-07-28
Mono,102.0,1.0,0,0,2020-07-29
Mono,104.0,1.0,2,0,2020-07-30
Mono,104.0,1.0,0,0,2020-07-31
Mono,104.0,1.0,0,0,2020-08-01
Mono,104.0,1.0,0,0,2020-08-02
Mono,104.0,1.0,0,0,2020-08-03
Mono,104.0,1.0,0,0,2020-08-04
Mono,104.0,1.0,0,0,2020-08-05
Mono,111.0,1.0,7,0,2020-08-06
Mono,112.0,1.0,1,0,2020-08-07
Calaveras,2.0,0.0,2,0,2020-03-18
Calaveras,2.0,0.0,0,0,2020-03-19
Calaveras,2.0,0.0,0,0,2020-03-20
Calaveras,2.0,0.0,0,0,2020-03-21
Calaveras,2.0,0.0,0,0,2020-03-22
Calaveras,2.0,0.0,0,0,2020-03-23
